Times,Availability,ResourceName
2024-06-02 23:00:00,7.0,DSU_401400
2024-06-02 23:30:00,7.05,DSU_401400
2024-06-03 00:00:00,7.183,DSU_401400
2024-06-03 00:30:00,7.0,DSU_401400
2024-06-03 01:00:00,7.0,DSU_401400
2024-06-03 01:30:00,7.0,DSU_401400
2024-06-03 02:00:00,7.0,DSU_401400
2024-06-03 02:30:00,7.0,DSU_401400
2024-06-03 03:00:00,7.0,DSU_401400
2024-06-03 03:30:00,7.0,DSU_401400
2024-06-03 04:00:00,7.0,DSU_401400
2024-06-03 04:30:00,7.0,DSU_401400
2024-06-03 05:00:00,7.0,DSU_401400
2024-06-03 05:30:00,7.883,DSU_401400
2024-06-03 06:00:00,8.0,DSU_401400
2024-06-03 06:30:00,8.0,DSU_401400
2024-06-03 07:00:00,8.0,DSU_401400
2024-06-03 07:30:00,8.0,DSU_401400
2024-06-03 08:00:00,8.0,DSU_401400
2024-06-03 08:30:00,8.0,DSU_401400
2024-06-03 09:00:00,8.0,DSU_401400
2024-06-03 09:30:00,7.017,DSU_401400
2024-06-03 10:00:00,7.0,DSU_401400
2024-06-03 10:30:00,7.0,DSU_401400
2024-06-03 11:00:00,7.0,DSU_401400
2024-06-03 11:30:00,7.0,DSU_401400
2024-06-03 12:00:00,7.0,DSU_401400
2024-06-03 12:30:00,7.0,DSU_401400
2024-06-03 13:00:00,6.95,DSU_401400
2024-06-03 13:30:00,6.0,DSU_401400
2024-06-03 14:00:00,6.05,DSU_401400
2024-06-03 14:30:00,7.0,DSU_401400
2024-06-03 15:00:00,7.0,DSU_401400
2024-06-03 15:30:00,7.0,DSU_401400
2024-06-03 16:00:00,7.0,DSU_401400
2024-06-03 16:30:00,7.0,DSU_401400
2024-06-03 17:00:00,7.0,DSU_401400
2024-06-03 17:30:00,7.0,DSU_401400
2024-06-03 18:00:00,7.0,DSU_401400
2024-06-03 18:30:00,7.0,DSU_401400
2024-06-03 19:00:00,6.283,DSU_401400
2024-06-03 19:30:00,6.0,DSU_401400
2024-06-03 20:00:00,6.0,DSU_401400
2024-06-03 20:30:00,6.0,DSU_401400
2024-06-03 21:00:00,6.0,DSU_401400
2024-06-03 21:30:00,6.0,DSU_401400
2024-06-03 22:00:00,7.433,DSU_401400
2024-06-03 22:30:00,8.0,DSU_401400
2024-06-02 23:00:00,6.0,DSU_401870
2024-06-02 23:30:00,6.0,DSU_401870
2024-06-03 00:00:00,6.0,DSU_401870
2024-06-03 00:30:00,6.0,DSU_401870
2024-06-03 01:00:00,6.0,DSU_401870
2024-06-03 01:30:00,6.0,DSU_401870
2024-06-03 02:00:00,6.0,DSU_401870
2024-06-03 02:30:00,6.0,DSU_401870
2024-06-03 03:00:00,6.0,DSU_401870
2024-06-03 03:30:00,6.0,DSU_401870
2024-06-03 04:00:00,6.0,DSU_401870
2024-06-03 04:30:00,6.0,DSU_401870
2024-06-03 05:00:00,6.0,DSU_401870
2024-06-03 05:30:00,6.0,DSU_401870
2024-06-03 06:00:00,6.0,DSU_401870
2024-06-03 06:30:00,6.0,DSU_401870
2024-06-03 07:00:00,6.0,DSU_401870
2024-06-03 07:30:00,6.0,DSU_401870
2024-06-03 08:00:00,6.0,DSU_401870
2024-06-03 08:30:00,6.033,DSU_401870
2024-06-03 09:00:00,8.0,DSU_401870
2024-06-03 09:30:00,8.0,DSU_401870
2024-06-03 10:00:00,8.0,DSU_401870
2024-06-03 10:30:00,8.0,DSU_401870
2024-06-03 11:00:00,7.983,DSU_401870
2024-06-03 11:30:00,7.0,DSU_401870
2024-06-03 12:00:00,7.65,DSU_401870
2024-06-03 12:30:00,8.0,DSU_401870
2024-06-03 13:00:00,7.15,DSU_401870
2024-06-03 13:30:00,7.0,DSU_401870
2024-06-03 14:00:00,7.0,DSU_401870
2024-06-03 14:30:00,7.0,DSU_401870
2024-06-03 15:00:00,7.0,DSU_401870
2024-06-03 15:30:00,6.983,DSU_401870
2024-06-03 16:00:00,6.0,DSU_401870
2024-06-03 16:30:00,6.0,DSU_401870
2024-06-03 17:00:00,6.0,DSU_401870
2024-06-03 17:30:00,6.0,DSU_401870
2024-06-03 18:00:00,6.0,DSU_401870
2024-06-03 18:30:00,6.0,DSU_401870
2024-06-03 19:00:00,6.0,DSU_401870
2024-06-03 19:30:00,6.0,DSU_401870
2024-06-03 20:00:00,6.0,DSU_401870
2024-06-03 20:30:00,6.0,DSU_401870
2024-06-03 21:00:00,6.0,DSU_401870
2024-06-03 21:30:00,6.0,DSU_401870
2024-06-03 22:00:00,6.0,DSU_401870
2024-06-03 22:30:00,6.0,DSU_401870
2024-06-02 23:00:00,5.0,DSU_402090
2024-06-02 23:30:00,5.0,DSU_402090
2024-06-03 00:00:00,5.05,DSU_402090
2024-06-03 00:30:00,6.0,DSU_402090
2024-06-03 01:00:00,6.0,DSU_402090
2024-06-03 01:30:00,6.0,DSU_402090
2024-06-03 02:00:00,6.0,DSU_402090
2024-06-03 02:30:00,6.0,DSU_402090
2024-06-03 03:00:00,6.0,DSU_402090
2024-06-03 03:30:00,6.0,DSU_402090
2024-06-03 04:00:00,6.0,DSU_402090
2024-06-03 04:30:00,6.0,DSU_402090
2024-06-03 05:00:00,6.0,DSU_402090
2024-06-03 05:30:00,6.0,DSU_402090
2024-06-03 06:00:00,6.0,DSU_402090
2024-06-03 06:30:00,6.0,DSU_402090
2024-06-03 07:00:00,6.0,DSU_402090
2024-06-03 07:30:00,6.0,DSU_402090
2024-06-03 08:00:00,6.0,DSU_402090
2024-06-03 08:30:00,6.0,DSU_402090
2024-06-03 09:00:00,6.0,DSU_402090
2024-06-03 09:30:00,6.0,DSU_402090
2024-06-03 10:00:00,6.0,DSU_402090
2024-06-03 10:30:00,6.0,DSU_402090
2024-06-03 11:00:00,6.0,DSU_402090
2024-06-03 11:30:00,6.0,DSU_402090
2024-06-03 12:00:00,6.0,DSU_402090
2024-06-03 12:30:00,6.0,DSU_402090
2024-06-03 13:00:00,6.0,DSU_402090
2024-06-03 13:30:00,6.0,DSU_402090
2024-06-03 14:00:00,6.0,DSU_402090
2024-06-03 14:30:00,6.0,DSU_402090
2024-06-03 15:00:00,6.0,DSU_402090
2024-06-03 15:30:00,6.0,DSU_402090
2024-06-03 16:00:00,6.0,DSU_402090
2024-06-03 16:30:00,6.0,DSU_402090
2024-06-03 17:00:00,6.0,DSU_402090
2024-06-03 17:30:00,6.0,DSU_402090
2024-06-03 18:00:00,6.0,DSU_402090
2024-06-03 18:30:00,6.0,DSU_402090
2024-06-03 19:00:00,6.0,DSU_402090
2024-06-03 19:30:00,6.0,DSU_402090
2024-06-03 20:00:00,6.0,DSU_402090
2024-06-03 20:30:00,6.0,DSU_402090
2024-06-03 21:00:00,6.0,DSU_402090
2024-06-03 21:30:00,6.0,DSU_402090
2024-06-03 22:00:00,6.0,DSU_402090
2024-06-03 22:30:00,6.0,DSU_402090
2024-06-02 23:00:00,1.0,DSU_402100
2024-06-02 23:30:00,1.0,DSU_402100
2024-06-03 00:00:00,1.0,DSU_402100
2024-06-03 00:30:00,1.0,DSU_402100
2024-06-03 01:00:00,1.0,DSU_402100
2024-06-03 01:30:00,1.0,DSU_402100
2024-06-03 02:00:00,1.0,DSU_402100
2024-06-03 02:30:00,1.0,DSU_402100
2024-06-03 03:00:00,1.0,DSU_402100
2024-06-03 03:30:00,1.0,DSU_402100
2024-06-03 04:00:00,1.0,DSU_402100
2024-06-03 04:30:00,1.0,DSU_402100
2024-06-03 05:00:00,1.0,DSU_402100
2024-06-03 05:30:00,1.0,DSU_402100
2024-06-03 06:00:00,1.0,DSU_402100
2024-06-03 06:30:00,1.0,DSU_402100
2024-06-03 07:00:00,1.0,DSU_402100
2024-06-03 07:30:00,1.0,DSU_402100
2024-06-03 08:00:00,1.0,DSU_402100
2024-06-03 08:30:00,1.0,DSU_402100
2024-06-03 09:00:00,1.0,DSU_402100
2024-06-03 09:30:00,1.0,DSU_402100
2024-06-03 10:00:00,1.0,DSU_402100
2024-06-03 10:30:00,1.0,DSU_402100
2024-06-03 11:00:00,1.0,DSU_402100
2024-06-03 11:30:00,1.0,DSU_402100
2024-06-03 12:00:00,1.0,DSU_402100
2024-06-03 12:30:00,1.0,DSU_402100
2024-06-03 13:00:00,1.0,DSU_402100
2024-06-03 13:30:00,1.0,DSU_402100
2024-06-03 14:00:00,1.0,DSU_402100
2024-06-03 14:30:00,1.0,DSU_402100
2024-06-03 15:00:00,1.0,DSU_402100
2024-06-03 15:30:00,1.0,DSU_402100
2024-06-03 16:00:00,1.0,DSU_402100
2024-06-03 16:30:00,1.0,DSU_402100
2024-06-03 17:00:00,1.0,DSU_402100
2024-06-03 17:30:00,1.0,DSU_402100
2024-06-03 18:00:00,1.0,DSU_402100
2024-06-03 18:30:00,1.0,DSU_402100
2024-06-03 19:00:00,1.0,DSU_402100
2024-06-03 19:30:00,1.0,DSU_402100
2024-06-03 20:00:00,1.0,DSU_402100
2024-06-03 20:30:00,1.0,DSU_402100
2024-06-03 21:00:00,1.0,DSU_402100
2024-06-03 21:30:00,1.0,DSU_402100
2024-06-03 22:00:00,1.0,DSU_402100
2024-06-03 22:30:00,1.0,DSU_402100
2024-06-02 23:00:00,1.0,DSU_402120
2024-06-02 23:30:00,1.0,DSU_402120
2024-06-03 00:00:00,1.0,DSU_402120
2024-06-03 00:30:00,1.0,DSU_402120
2024-06-03 01:00:00,1.0,DSU_402120
2024-06-03 01:30:00,1.0,DSU_402120
2024-06-03 02:00:00,1.0,DSU_402120
2024-06-03 02:30:00,1.0,DSU_402120
2024-06-03 03:00:00,1.0,DSU_402120
2024-06-03 03:30:00,1.0,DSU_402120
2024-06-03 04:00:00,1.0,DSU_402120
2024-06-03 04:30:00,1.0,DSU_402120
2024-06-03 05:00:00,1.0,DSU_402120
2024-06-03 05:30:00,1.0,DSU_402120
2024-06-03 06:00:00,1.0,DSU_402120
2024-06-03 06:30:00,1.0,DSU_402120
2024-06-03 07:00:00,1.0,DSU_402120
2024-06-03 07:30:00,1.0,DSU_402120
2024-06-03 08:00:00,1.0,DSU_402120
2024-06-03 08:30:00,1.0,DSU_402120
2024-06-03 09:00:00,1.0,DSU_402120
2024-06-03 09:30:00,1.0,DSU_402120
2024-06-03 10:00:00,1.0,DSU_402120
2024-06-03 10:30:00,1.0,DSU_402120
2024-06-03 11:00:00,1.0,DSU_402120
2024-06-03 11:30:00,1.0,DSU_402120
2024-06-03 12:00:00,1.0,DSU_402120
2024-06-03 12:30:00,1.0,DSU_402120
2024-06-03 13:00:00,1.0,DSU_402120
2024-06-03 13:30:00,1.0,DSU_402120
2024-06-03 14:00:00,1.0,DSU_402120
2024-06-03 14:30:00,1.0,DSU_402120
2024-06-03 15:00:00,1.0,DSU_402120
2024-06-03 15:30:00,1.0,DSU_402120
2024-06-03 16:00:00,1.0,DSU_402120
2024-06-03 16:30:00,1.0,DSU_402120
2024-06-03 17:00:00,1.0,DSU_402120
2024-06-03 17:30:00,1.0,DSU_402120
2024-06-03 18:00:00,1.0,DSU_402120
2024-06-03 18:30:00,1.0,DSU_402120
2024-06-03 19:00:00,1.0,DSU_402120
2024-06-03 19:30:00,1.0,DSU_402120
2024-06-03 20:00:00,1.0,DSU_402120
2024-06-03 20:30:00,1.0,DSU_402120
2024-06-03 21:00:00,1.0,DSU_402120
2024-06-03 21:30:00,1.0,DSU_402120
2024-06-03 22:00:00,1.0,DSU_402120
2024-06-03 22:30:00,1.0,DSU_402120
2024-06-02 23:00:00,5.0,DSU_403520
2024-06-02 23:30:00,5.0,DSU_403520
2024-06-03 00:00:00,2.583,DSU_403520
2024-06-03 00:30:00,0.0,DSU_403520
2024-06-03 01:00:00,0.0,DSU_403520
2024-06-03 01:30:00,0.0,DSU_403520
2024-06-03 02:00:00,3.25,DSU_403520
2024-06-03 02:30:00,5.0,DSU_403520
2024-06-03 03:00:00,5.0,DSU_403520
2024-06-03 03:30:00,5.0,DSU_403520
2024-06-03 04:00:00,1.75,DSU_403520
2024-06-03 04:30:00,0.0,DSU_403520
2024-06-03 05:00:00,0.0,DSU_403520
2024-06-03 05:30:00,0.0,DSU_403520
2024-06-03 06:00:00,0.0,DSU_403520
2024-06-03 06:30:00,0.0,DSU_403520
2024-06-03 07:00:00,0.0,DSU_403520
2024-06-03 07:30:00,0.0,DSU_403520
2024-06-03 08:00:00,0.0,DSU_403520
2024-06-03 08:30:00,0.0,DSU_403520
2024-06-03 09:00:00,1.417,DSU_403520
2024-06-03 09:30:00,5.0,DSU_403520
2024-06-03 10:00:00,5.0,DSU_403520
2024-06-03 10:30:00,5.0,DSU_403520
2024-06-03 11:00:00,4.65,DSU_403520
2024-06-03 11:30:00,4.95,DSU_403520
2024-06-03 12:00:00,5.0,DSU_403520
2024-06-03 12:30:00,5.0,DSU_403520
2024-06-03 13:00:00,5.0,DSU_403520
2024-06-03 13:30:00,5.0,DSU_403520
2024-06-03 14:00:00,5.0,DSU_403520
2024-06-03 14:30:00,5.0,DSU_403520
2024-06-03 15:00:00,4.8,DSU_403520
2024-06-03 15:30:00,1.25,DSU_403520
2024-06-03 16:00:00,4.417,DSU_403520
2024-06-03 16:30:00,5.0,DSU_403520
2024-06-03 17:00:00,5.0,DSU_403520
2024-06-03 17:30:00,5.0,DSU_403520
2024-06-03 18:00:00,1.6,DSU_403520
2024-06-03 18:30:00,3.733,DSU_403520
2024-06-03 19:00:00,5.0,DSU_403520
2024-06-03 19:30:00,5.0,DSU_403520
2024-06-03 20:00:00,5.0,DSU_403520
2024-06-03 20:30:00,5.0,DSU_403520
2024-06-03 21:00:00,5.0,DSU_403520
2024-06-03 21:30:00,5.483,DSU_403520
2024-06-03 22:00:00,9.667,DSU_403520
2024-06-03 22:30:00,10.0,DSU_403520
2024-06-02 23:00:00,3.0,DSU_403560
2024-06-02 23:30:00,3.0,DSU_403560
2024-06-03 00:00:00,3.0,DSU_403560
2024-06-03 00:30:00,3.0,DSU_403560
2024-06-03 01:00:00,3.0,DSU_403560
2024-06-03 01:30:00,3.0,DSU_403560
2024-06-03 02:00:00,3.0,DSU_403560
2024-06-03 02:30:00,3.0,DSU_403560
2024-06-03 03:00:00,3.117,DSU_403560
2024-06-03 03:30:00,3.817,DSU_403560
2024-06-03 04:00:00,3.0,DSU_403560
2024-06-03 04:30:00,3.0,DSU_403560
2024-06-03 05:00:00,3.0,DSU_403560
2024-06-03 05:30:00,3.0,DSU_403560
2024-06-03 06:00:00,1.167,DSU_403560
2024-06-03 06:30:00,1.0,DSU_403560
2024-06-03 07:00:00,1.0,DSU_403560
2024-06-03 07:30:00,1.0,DSU_403560
2024-06-03 08:00:00,1.0,DSU_403560
2024-06-03 08:30:00,1.0,DSU_403560
2024-06-03 09:00:00,1.0,DSU_403560
2024-06-03 09:30:00,1.0,DSU_403560
2024-06-03 10:00:00,1.0,DSU_403560
2024-06-03 10:30:00,1.0,DSU_403560
2024-06-03 11:00:00,1.0,DSU_403560
2024-06-03 11:30:00,1.0,DSU_403560
2024-06-03 12:00:00,1.0,DSU_403560
2024-06-03 12:30:00,1.0,DSU_403560
2024-06-03 13:00:00,1.0,DSU_403560
2024-06-03 13:30:00,1.0,DSU_403560
2024-06-03 14:00:00,1.0,DSU_403560
2024-06-03 14:30:00,1.0,DSU_403560
2024-06-03 15:00:00,1.0,DSU_403560
2024-06-03 15:30:00,1.0,DSU_403560
2024-06-03 16:00:00,1.0,DSU_403560
2024-06-03 16:30:00,1.0,DSU_403560
2024-06-03 17:00:00,1.0,DSU_403560
2024-06-03 17:30:00,1.0,DSU_403560
2024-06-03 18:00:00,1.0,DSU_403560
2024-06-03 18:30:00,1.0,DSU_403560
2024-06-03 19:00:00,1.0,DSU_403560
2024-06-03 19:30:00,1.0,DSU_403560
2024-06-03 20:00:00,1.0,DSU_403560
2024-06-03 20:30:00,1.367,DSU_403560
2024-06-03 21:00:00,3.0,DSU_403560
2024-06-03 21:30:00,3.0,DSU_403560
2024-06-03 22:00:00,3.0,DSU_403560
2024-06-03 22:30:00,3.017,DSU_403560
2024-06-02 23:00:00,7.0,DSU_403630
2024-06-02 23:30:00,7.0,DSU_403630
2024-06-03 00:00:00,7.017,DSU_403630
2024-06-03 00:30:00,8.0,DSU_403630
2024-06-03 01:00:00,8.0,DSU_403630
2024-06-03 01:30:00,8.0,DSU_403630
2024-06-03 02:00:00,8.0,DSU_403630
2024-06-03 02:30:00,8.0,DSU_403630
2024-06-03 03:00:00,8.0,DSU_403630
2024-06-03 03:30:00,7.783,DSU_403630
2024-06-03 04:00:00,7.0,DSU_403630
2024-06-03 04:30:00,7.0,DSU_403630
2024-06-03 05:00:00,7.0,DSU_403630
2024-06-03 05:30:00,7.0,DSU_403630
2024-06-03 06:00:00,7.317,DSU_403630
2024-06-03 06:30:00,8.0,DSU_403630
2024-06-03 07:00:00,7.383,DSU_403630
2024-06-03 07:30:00,7.0,DSU_403630
2024-06-03 08:00:00,7.0,DSU_403630
2024-06-03 08:30:00,7.0,DSU_403630
2024-06-03 09:00:00,7.0,DSU_403630
2024-06-03 09:30:00,7.317,DSU_403630
2024-06-03 10:00:00,7.783,DSU_403630
2024-06-03 10:30:00,7.517,DSU_403630
2024-06-03 11:00:00,8.0,DSU_403630
2024-06-03 11:30:00,7.25,DSU_403630
2024-06-03 12:00:00,7.0,DSU_403630
2024-06-03 12:30:00,7.0,DSU_403630
2024-06-03 13:00:00,7.0,DSU_403630
2024-06-03 13:30:00,7.0,DSU_403630
2024-06-03 14:00:00,7.283,DSU_403630
2024-06-03 14:30:00,7.55,DSU_403630
2024-06-03 15:00:00,7.0,DSU_403630
2024-06-03 15:30:00,7.0,DSU_403630
2024-06-03 16:00:00,7.15,DSU_403630
2024-06-03 16:30:00,8.0,DSU_403630
2024-06-03 17:00:00,8.0,DSU_403630
2024-06-03 17:30:00,7.883,DSU_403630
2024-06-03 18:00:00,7.0,DSU_403630
2024-06-03 18:30:00,7.0,DSU_403630
2024-06-03 19:00:00,7.0,DSU_403630
2024-06-03 19:30:00,7.0,DSU_403630
2024-06-03 20:00:00,7.0,DSU_403630
2024-06-03 20:30:00,7.0,DSU_403630
2024-06-03 21:00:00,7.0,DSU_403630
2024-06-03 21:30:00,7.0,DSU_403630
2024-06-03 22:00:00,7.0,DSU_403630
2024-06-03 22:30:00,7.0,DSU_403630
2024-06-02 23:00:00,2.0,DSU_403640
2024-06-02 23:30:00,2.0,DSU_403640
2024-06-03 00:00:00,2.25,DSU_403640
2024-06-03 00:30:00,3.0,DSU_403640
2024-06-03 01:00:00,3.0,DSU_403640
2024-06-03 01:30:00,3.0,DSU_403640
2024-06-03 02:00:00,3.0,DSU_403640
2024-06-03 02:30:00,3.0,DSU_403640
2024-06-03 03:00:00,3.0,DSU_403640
2024-06-03 03:30:00,3.0,DSU_403640
2024-06-03 04:00:00,3.0,DSU_403640
2024-06-03 04:30:00,3.0,DSU_403640
2024-06-03 05:00:00,3.0,DSU_403640
2024-06-03 05:30:00,3.0,DSU_403640
2024-06-03 06:00:00,3.0,DSU_403640
2024-06-03 06:30:00,3.0,DSU_403640
2024-06-03 07:00:00,3.0,DSU_403640
2024-06-03 07:30:00,3.0,DSU_403640
2024-06-03 08:00:00,3.0,DSU_403640
2024-06-03 08:30:00,3.0,DSU_403640
2024-06-03 09:00:00,3.0,DSU_403640
2024-06-03 09:30:00,3.0,DSU_403640
2024-06-03 10:00:00,3.0,DSU_403640
2024-06-03 10:30:00,3.0,DSU_403640
2024-06-03 11:00:00,3.0,DSU_403640
2024-06-03 11:30:00,3.0,DSU_403640
2024-06-03 12:00:00,3.0,DSU_403640
2024-06-03 12:30:00,3.0,DSU_403640
2024-06-03 13:00:00,3.0,DSU_403640
2024-06-03 13:30:00,3.0,DSU_403640
2024-06-03 14:00:00,3.0,DSU_403640
2024-06-03 14:30:00,3.0,DSU_403640
2024-06-03 15:00:00,3.0,DSU_403640
2024-06-03 15:30:00,3.0,DSU_403640
2024-06-03 16:00:00,3.0,DSU_403640
2024-06-03 16:30:00,3.0,DSU_403640
2024-06-03 17:00:00,3.0,DSU_403640
2024-06-03 17:30:00,3.0,DSU_403640
2024-06-03 18:00:00,3.0,DSU_403640
2024-06-03 18:30:00,3.0,DSU_403640
2024-06-03 19:00:00,3.0,DSU_403640
2024-06-03 19:30:00,3.0,DSU_403640
2024-06-03 20:00:00,3.0,DSU_403640
2024-06-03 20:30:00,2.85,DSU_403640
2024-06-03 21:00:00,2.0,DSU_403640
2024-06-03 21:30:00,2.0,DSU_403640
2024-06-03 22:00:00,2.0,DSU_403640
2024-06-03 22:30:00,2.0,DSU_403640
2024-06-02 23:00:00,1.0,DSU_403730
2024-06-02 23:30:00,1.0,DSU_403730
2024-06-03 00:00:00,1.0,DSU_403730
2024-06-03 00:30:00,1.0,DSU_403730
2024-06-03 01:00:00,1.0,DSU_403730
2024-06-03 01:30:00,1.0,DSU_403730
2024-06-03 02:00:00,1.0,DSU_403730
2024-06-03 02:30:00,1.0,DSU_403730
2024-06-03 03:00:00,1.0,DSU_403730
2024-06-03 03:30:00,1.0,DSU_403730
2024-06-03 04:00:00,1.0,DSU_403730
2024-06-03 04:30:00,1.0,DSU_403730
2024-06-03 05:00:00,1.0,DSU_403730
2024-06-03 05:30:00,1.0,DSU_403730
2024-06-03 06:00:00,1.0,DSU_403730
2024-06-03 06:30:00,1.0,DSU_403730
2024-06-03 07:00:00,1.0,DSU_403730
2024-06-03 07:30:00,1.0,DSU_403730
2024-06-03 08:00:00,1.0,DSU_403730
2024-06-03 08:30:00,1.0,DSU_403730
2024-06-03 09:00:00,1.0,DSU_403730
2024-06-03 09:30:00,1.0,DSU_403730
2024-06-03 10:00:00,1.0,DSU_403730
2024-06-03 10:30:00,1.0,DSU_403730
2024-06-03 11:00:00,1.0,DSU_403730
2024-06-03 11:30:00,1.0,DSU_403730
2024-06-03 12:00:00,1.0,DSU_403730
2024-06-03 12:30:00,1.0,DSU_403730
2024-06-03 13:00:00,1.0,DSU_403730
2024-06-03 13:30:00,1.0,DSU_403730
2024-06-03 14:00:00,1.0,DSU_403730
2024-06-03 14:30:00,1.0,DSU_403730
2024-06-03 15:00:00,1.0,DSU_403730
2024-06-03 15:30:00,1.0,DSU_403730
2024-06-03 16:00:00,1.0,DSU_403730
2024-06-03 16:30:00,1.0,DSU_403730
2024-06-03 17:00:00,1.0,DSU_403730
2024-06-03 17:30:00,1.0,DSU_403730
2024-06-03 18:00:00,1.0,DSU_403730
2024-06-03 18:30:00,1.0,DSU_403730
2024-06-03 19:00:00,1.0,DSU_403730
2024-06-03 19:30:00,1.0,DSU_403730
2024-06-03 20:00:00,1.0,DSU_403730
2024-06-03 20:30:00,1.0,DSU_403730
2024-06-03 21:00:00,1.0,DSU_403730
2024-06-03 21:30:00,1.0,DSU_403730
2024-06-03 22:00:00,1.0,DSU_403730
2024-06-03 22:30:00,1.0,DSU_403730
2024-06-02 23:00:00,4.167,DSU_403760
2024-06-02 23:30:00,3.0,DSU_403760
2024-06-03 00:00:00,3.367,DSU_403760
2024-06-03 00:30:00,5.0,DSU_403760
2024-06-03 01:00:00,5.0,DSU_403760
2024-06-03 01:30:00,5.0,DSU_403760
2024-06-03 02:00:00,5.0,DSU_403760
2024-06-03 02:30:00,5.0,DSU_403760
2024-06-03 03:00:00,5.0,DSU_403760
2024-06-03 03:30:00,4.85,DSU_403760
2024-06-03 04:00:00,4.85,DSU_403760
2024-06-03 04:30:00,5.0,DSU_403760
2024-06-03 05:00:00,5.0,DSU_403760
2024-06-03 05:30:00,5.0,DSU_403760
2024-06-03 06:00:00,5.0,DSU_403760
2024-06-03 06:30:00,4.967,DSU_403760
2024-06-03 07:00:00,4.3,DSU_403760
2024-06-03 07:30:00,4.25,DSU_403760
2024-06-03 08:00:00,4.017,DSU_403760
2024-06-03 08:30:00,5.0,DSU_403760
2024-06-03 09:00:00,4.517,DSU_403760
2024-06-03 09:30:00,4.0,DSU_403760
2024-06-03 10:00:00,4.0,DSU_403760
2024-06-03 10:30:00,4.0,DSU_403760
2024-06-03 11:00:00,4.0,DSU_403760
2024-06-03 11:30:00,4.0,DSU_403760
2024-06-03 12:00:00,4.0,DSU_403760
2024-06-03 12:30:00,4.0,DSU_403760
2024-06-03 13:00:00,4.0,DSU_403760
2024-06-03 13:30:00,4.0,DSU_403760
2024-06-03 14:00:00,4.0,DSU_403760
2024-06-03 14:30:00,4.0,DSU_403760
2024-06-03 15:00:00,4.0,DSU_403760
2024-06-03 15:30:00,4.65,DSU_403760
2024-06-03 16:00:00,4.983,DSU_403760
2024-06-03 16:30:00,4.55,DSU_403760
2024-06-03 17:00:00,4.417,DSU_403760
2024-06-03 17:30:00,4.117,DSU_403760
2024-06-03 18:00:00,5.0,DSU_403760
2024-06-03 18:30:00,5.0,DSU_403760
2024-06-03 19:00:00,5.0,DSU_403760
2024-06-03 19:30:00,5.0,DSU_403760
2024-06-03 20:00:00,5.0,DSU_403760
2024-06-03 20:30:00,4.417,DSU_403760
2024-06-03 21:00:00,4.783,DSU_403760
2024-06-03 21:30:00,5.0,DSU_403760
2024-06-03 22:00:00,5.0,DSU_403760
2024-06-03 22:30:00,5.0,DSU_403760
2024-06-02 23:00:00,1.0,DSU_503460
2024-06-02 23:30:00,1.0,DSU_503460
2024-06-03 00:00:00,1.0,DSU_503460
2024-06-03 00:30:00,1.0,DSU_503460
2024-06-03 01:00:00,1.0,DSU_503460
2024-06-03 01:30:00,1.0,DSU_503460
2024-06-03 02:00:00,1.0,DSU_503460
2024-06-03 02:30:00,1.0,DSU_503460
2024-06-03 03:00:00,1.0,DSU_503460
2024-06-03 03:30:00,1.0,DSU_503460
2024-06-03 04:00:00,1.0,DSU_503460
2024-06-03 04:30:00,1.0,DSU_503460
2024-06-03 05:00:00,1.0,DSU_503460
2024-06-03 05:30:00,1.0,DSU_503460
2024-06-03 06:00:00,1.0,DSU_503460
2024-06-03 06:30:00,1.0,DSU_503460
2024-06-03 07:00:00,1.0,DSU_503460
2024-06-03 07:30:00,1.0,DSU_503460
2024-06-03 08:00:00,1.0,DSU_503460
2024-06-03 08:30:00,1.0,DSU_503460
2024-06-03 09:00:00,1.0,DSU_503460
2024-06-03 09:30:00,1.0,DSU_503460
2024-06-03 10:00:00,1.0,DSU_503460
2024-06-03 10:30:00,1.0,DSU_503460
2024-06-03 11:00:00,1.0,DSU_503460
2024-06-03 11:30:00,1.0,DSU_503460
2024-06-03 12:00:00,1.0,DSU_503460
2024-06-03 12:30:00,1.0,DSU_503460
2024-06-03 13:00:00,1.0,DSU_503460
2024-06-03 13:30:00,1.0,DSU_503460
2024-06-03 14:00:00,1.0,DSU_503460
2024-06-03 14:30:00,1.0,DSU_503460
2024-06-03 15:00:00,1.0,DSU_503460
2024-06-03 15:30:00,1.0,DSU_503460
2024-06-03 16:00:00,1.0,DSU_503460
2024-06-03 16:30:00,1.0,DSU_503460
2024-06-03 17:00:00,1.0,DSU_503460
2024-06-03 17:30:00,1.0,DSU_503460
2024-06-03 18:00:00,1.0,DSU_503460
2024-06-03 18:30:00,1.0,DSU_503460
2024-06-03 19:00:00,1.0,DSU_503460
2024-06-03 19:30:00,1.0,DSU_503460
2024-06-03 20:00:00,1.0,DSU_503460
2024-06-03 20:30:00,1.0,DSU_503460
2024-06-03 21:00:00,1.0,DSU_503460
2024-06-03 21:30:00,1.0,DSU_503460
2024-06-03 22:00:00,1.0,DSU_503460
2024-06-03 22:30:00,1.0,DSU_503460
